state,county,fipsint,mlra,lrr,class,cpsnum,cps_name,planner_implementation,n,lrr_fill,co2_mean,co2_sterr,n2o_mean,n2o_sterr,ch4_mean,ch4_sterr,soil_carbon_co2,soil_carbon_co2_sterr,biomass_co2,fossil_co2,drainedorganicsoils_co2,biomass_burning_co2,biomassburning_n2o,biomassburning_ch4,liming_co2,direct_soil_n2o,direct_soil_n2o_sterr,indirect_soil_n2o,indirect_soil_n2o_sterr,drainedorganicsoils_n2o,soil_ch4,total_ghg_co2,total_ghg_co2_sterr,total_ghg_co2_min,total_ghg_co2_max,_county_norm
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 20) on Non-Irrigated Croplands,155.0,,0.49029004,0.012661424,-0.094384132,0.002804593,0,-999,0.49029004,0.012661424,0.0,0.0,0,0,0,0,0,-0.087118021,0.002695824,-0.007266111,0.000581823,0.0,0,0.395905909,0.010378187,-7.91646e-17,0.757259293,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Irrigated Croplands,146.0,,0.873461313,0.02569159,-0.067213233,0.003115161,0,-999,0.873461313,0.02569159,0.0,0.0,0,0,0,0,0,-0.083564747,0.003296588,0.016351514,0.001154168,0.0,0,0.80624808,0.023208135,0.165042387,1.465447256,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Compost (CN ratio 25) on Non-Irrigated Croplands,155.0,,0.613147833,0.01563201,-0.075623365,0.002263297,0,-999,0.613147833,0.01563201,0.0,0.0,0,0,0,0,0,-0.072582192,0.002164801,-0.003041173,0.000413571,0.0,0,0.537524468,0.013800701,-7.91646e-17,1.010650994,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Dairy Manure on Irrigated Croplands,146.0,,0.534057853,0.015520637,-0.115155397,0.004158094,0,-999,0.534057853,0.015520637,0.0,0.0,0,0,0,0,0,-0.10905684,0.003820478,-0.006098556,0.001223589,0.0,0,0.418902456,0.012112646,0.085196265,0.780258094,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Dairy Manure on Non-Irrigated Croplands,155.0,,0.297878021,0.007849129,-0.127485787,0.003628838,0,-999,0.297878021,0.007849129,0.0,0.0,0,0,0,0,0,-0.111147846,0.003395969,-0.016337941,0.000908142,0.0,0,0.170392234,0.005012825,-7.91646e-17,0.369671905,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Other Manure on Irrigated Croplands,146.0,,0.534123071,0.015527897,-0.115132956,0.004155683,0,-999,0.534123071,0.015527897,0.0,0.0,0,0,0,0,0,-0.109040015,0.003819106,-0.006092941,0.001222969,0.0,0,0.418990114,0.012121916,0.085196265,0.780258094,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Other Manure on Non-Irrigated Croplands,155.0,,0.297878021,0.007849129,-0.127485787,0.003628838,0,-999,0.297878021,0.007849129,0.0,0.0,0,0,0,0,0,-0.111147846,0.003395969,-0.016337941,0.000908142,0.0,0,0.170392234,0.005012825,-7.91646e-17,0.369671905,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Sheep Manure on Irrigated Croplands,146.0,,0.534123071,0.015527897,-0.115132956,0.004155683,0,-999,0.534123071,0.015527897,0.0,0.0,0,0,0,0,0,-0.109040015,0.003819106,-0.006092941,0.001222969,0.0,0,0.418990114,0.012121916,0.085196265,0.780258094,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Sheep Manure on Non-Irrigated Croplands,155.0,,0.297878021,0.007849129,-0.127485787,0.003628838,0,-999,0.297878021,0.007849129,0.0,0.0,0,0,0,0,0,-0.111147846,0.003395969,-0.016337941,0.000908142,0.0,0,0.170392234,0.005012825,-7.91646e-17,0.369671905,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Swine Manure on Irrigated Croplands,146.0,,0.540753265,0.015393818,0.024703001,0.00135467,0,-999,0.540753265,0.015393818,0.0,0.0,0,0,0,0,0,-0.016284689,0.00156075,0.040987691,0.001375046,0.0,0,0.565456266,0.015692879,0.102973452,1.009668501,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,590,Nutrient Management (CPS 590),Replace Synthetic N Fertilizer with Swine Manure on Non-Irrigated Croplands,155.0,,0.360166518,0.008709131,0.000324961,0.001038143,0,-999,0.360166518,0.008709131,0.0,0.0,0,0,0,0,0,-0.004280775,0.000932794,0.004605736,0.000246795,0.0,0,0.360491479,0.008707914,-7.91646e-17,0.671494401,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,329,Residue and Tillage Management - No-Till (CPS 329),Intensive Till to No Till or Strip Till on Irrigated Cropland,146.0,,0.445401293,0.005814193,0.049337983,0.001500012,0,-999,0.445401293,0.005814193,0.0,0.0,0,0,0,0,0,0.022039594,0.001563918,0.027298389,0.001416605,0.0,0,0.494739276,0.006340018,0.053066183,0.65088835,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,329,Residue and Tillage Management - No-Till (CPS 329),Intensive Till to No Till or Strip Till on Non-Irrigated Cropland,155.0,,0.490761072,0.007717079,0.049517895,0.001079228,0,-999,0.490761072,0.007717079,0.0,0.0,0,0,0,0,0,0.046543156,0.001123206,0.002974739,0.000240438,0.0,0,0.540278967,0.00854446,0.009381592,0.736286007,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,329,Residue and Tillage Management - No-Till (CPS 329),Reduced Till to No Till or Strip Till on Irrigated Cropland,146.0,,0.299647679,0.003799113,0.044109349,0.001491401,0,-999,0.299647679,0.003799113,0.0,0.0,0,0,0,0,0,0.017447639,0.001554571,0.02666171,0.001402664,0.0,0,0.343757028,0.004568907,0.027433556,0.451544091,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,329,Residue and Tillage Management - No-Till (CPS 329),Reduced Till to No Till or Strip Till on Non-Irrigated Cropland,155.0,,0.335824271,0.00511802,0.04549364,0.001072537,0,-999,0.335824271,0.00511802,0.0,0.0,0,0,0,0,0,0.042679414,0.001133685,0.002814226,0.000218262,0.0,0,0.381317911,0.005985565,0.009381592,0.510433454,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,345,Residue and Tillage Management - Reduced Till (CPS 345),Intensive Till to Reduced Till on Irrigated Cropland,146.0,,0.220364184,0.002848475,0.014180921,0.001552947,0,-999,0.220364184,0.002848475,0.0,0.0,0,0,0,0,0,-0.007123515,0.001739015,0.021304435,0.001240526,0.0,0,0.234545105,0.002910361,0.028812059,0.302095498,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,345,Residue and Tillage Management - Reduced Till (CPS 345),Intensive Till to Reduced Till on Non-Irrigated Cropland,155.0,,0.233727364,0.00385388,0.010132666,0.000347902,0,-999,0.233727364,0.00385388,0.0,0.0,0,0,0,0,0,0.009419503,0.000307259,0.000713162,7.07918e-05,0.0,0,0.24386003,0.003945454,-7.91646e-17,0.312272711,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,585,Stripcropping (CPS 585),Add Perennial Cover Grown in Strips with Irrigated Annual Crops,,,0.105263159,-999.0,0.133603245,-999.0,-999,-999,0.105263159,-999.0,0.0,0.0,0,0,0,0,0,0.133603245,-999.0,0.0,-999.0,0.0,0,0.238866404,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Cropland Management,585,Stripcropping (CPS 585),Add Perennial Cover Grown in Strips with Non-Irrigated Annual Crops,,,0.105263159,-999.0,0.133603245,-999.0,-999,-999,0.105263159,-999.0,0.0,0.0,0,0,0,0,0,0.133603245,-999.0,0.0,-999.0,0.0,0,0.238866404,,-999.0,-999.0,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,327,Conservation Cover (CPS 327),Convert Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,327,Conservation Cover (CPS 327),Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,327,Conservation Cover (CPS 327),Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,327,Conservation Cover (CPS 327),Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,332,Contour Buffer Strips (CPS 332),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,332,Contour Buffer Strips (CPS 332),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,332,Contour Buffer Strips (CPS 332),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,332,Contour Buffer Strips (CPS 332),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,386,Field Border (CPS 386),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,386,Field Border (CPS 386),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,386,Field Border (CPS 386),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,386,Field Border (CPS 386),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,393,Filter Strip (CPS 393),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,393,Filter Strip (CPS 393),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,393,Filter Strip (CPS 393),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,393,Filter Strip (CPS 393),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,512,Forage and Biomass Planting (CPS 512),Conversion of Annual Cropland to Irrigated Grass/Legume Forage/Biomass Crops,147.0,,1.189370976,0.01057645,0.280987313,0.004439527,0,-999,1.189370976,0.01057645,0.0,0.0,0,0,0,0,0,0.160885198,0.003449618,0.120102115,0.001686007,0.0,0,1.470358289,0.012997241,0.775497053,1.840981208,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,512,Forage and Biomass Planting (CPS 512),Conversion of Annual Cropland to Non-Irrigated Grass/Legume Forage/Biomass Crops,155.0,,0.946973013,0.010349519,0.214505844,0.002980179,0,-999,0.946973013,0.010349519,0.0,0.0,0,0,0,0,0,0.188103042,0.003339949,0.026402801,0.000622946,0.0,0,1.161478857,0.012584776,0.659165833,1.471252268,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,412,Grassed Waterway (CPS 412),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,412,Grassed Waterway (CPS 412),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,412,Grassed Waterway (CPS 412),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,412,Grassed Waterway (CPS 412),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,603,Herbaceous Wind Barriers (CPS 603),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,603,Herbaceous Wind Barriers (CPS 603),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,603,Herbaceous Wind Barriers (CPS 603),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,603,Herbaceous Wind Barriers (CPS 603),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,390,Riparian Herbaceous Cover (CPS 390),Convert Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,390,Riparian Herbaceous Cover (CPS 390),Convert Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,390,Riparian Herbaceous Cover (CPS 390),Convert Non-Irrigated Cropland to Permanent Unfertilized Grass Cover Near Aquatic Habitats,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,390,Riparian Herbaceous Cover (CPS 390),Convert Non-Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover Near Aquatic Habitats,155.0,,0.942425172,0.008092919,0.210809876,0.003486052,0,-999,0.942425172,0.008092919,0.0,0.0,0,0,0,0,0,0.186862932,0.00382082,0.023946944,0.000634844,0.0,0,1.153235048,0.010616412,0.719301539,1.425746038,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,601,Vegetative Barriers (CPS 601),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass Cover,146.0,,0.395790879,0.005700631,0.359590457,0.004604997,0,-999,0.395790879,0.005700631,0.0,0.0,0,0,0,0,0,0.23417311,0.003847965,0.125417347,0.001788486,0.0,0,0.755381336,0.008584081,0.142303788,1.020916943,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,601,Vegetative Barriers (CPS 601),Convert Strips of Irrigated Cropland to Permanent Unfertilized Grass/Legume Cover,146.0,,1.161698038,0.009159368,0.28743801,0.004514896,0,-999,1.161698038,0.009159368,0.0,0.0,0,0,0,0,0,0.166816836,0.00363203,0.120621175,0.001731254,0.0,0,1.449136048,0.011465257,0.771253261,1.779093504,Hennepin
MN,Hennepin,27053,103,M,Cropland to Herbaceous Cover,601,Vegetative Barriers (CPS 601),Convert Strips of Non-Irrigated Cropland to Permanent Unfertilized Grass Cover,155.0,,0.303458109,0.00777227,0.283863825,0.003625282,0,-999,0.303458109,0.00777227,0.0,0.0,0,0,0,0,0,0.256542993,0.004106665,0.027320831,0.000779799,0.0,0,0.587321934,0.010385698,0.288876978,0.975375373,Hennepin
